"","AA","AB","BA","BB"
"EV_absent",0.736323121125187,0.724786126146827,0.696024289758932,0.710864278771622
"EV_present",0.263676878874813,0.275213873853173,0.303975710241068,0.289135721228378
"SD_absent",0.00817942862760001,0.01063692975555,0.0144449734226162,0.0184168243105136
"SD_present",0.00817942862760001,0.01063692975555,0.0144449734226162,0.0184168243105136
"post.theta_absent",2136.05932613077,1277.05932613077,705.059326130771,430.059326130771
"post.theta_present",764.921594944509,484.921594944509,307.921594944509,174.921594944509
"opt.theta_absent",45.0593261307706,NA,NA,NA
"opt.theta_present",17.9215949445092,NA,NA,NA
"max.spread_absent",2.42763907886846,NA,NA,NA
"max.spread_present",2.42763907886845,NA,NA,NA
