"","0","1"
"EV_0",0.405578790669924,0.39289254522127
"EV_A",0.103587158204581,0.105287949112379
"EV_B",0.180716739621745,0.189178689213715
"EV_C",0.0663269074271092,0.0637126935303055
"EV_AB",0.0688439886932197,0.0777153904659113
"EV_AC",0.0120690518077195,0.0123748996366173
"EV_BC",0.0733630771909383,0.0738739055277235
"EV_ABC",0.089514286384763,0.0849639272920786
"SD_0",0.00719492344568922,0.0123967375042358
"SD_A",0.00446527699950712,0.00779056050309064
"SD_B",0.00563842285809651,0.0099411450718587
"SD_C",0.00364656287876261,0.00619948022247161
"SD_AB",0.00371010028531466,0.00679553612643761
"SD_AC",0.00160007847146984,0.00280610960520733
"SD_BC",0.00382062999753226,0.00663923924204956
"SD_ABC",0.0041833495601661,0.00707740624774057
"post.theta_0",1888.4224295837,609.422429583702
"post.theta_A",482.313960863815,163.313960863815
"post.theta_B",841.438340351186,293.438340351186
"post.theta_C",308.82586208067,98.82586208067
"post.theta_AB",320.54568774551,120.54568774551
"post.theta_AC",56.1949210900771,19.1949210900771
"post.theta_BC",341.587093944955,114.587093944955
"post.theta_ABC",416.789018720502,131.789018720502
"opt.theta_0",35.4224295837021,NA
"opt.theta_A",9.31396086381454,NA
"opt.theta_B",16.4383403511855,NA
"opt.theta_C",5.82586208067003,NA
"opt.theta_AB",6.54568774550967,NA
"opt.theta_AC",1.19492109007705,NA
"opt.theta_BC",6.587093944955,NA
"opt.theta_ABC",7.78901872050191,NA
"max.spread_0",0.647532921332145,NA
"max.spread_A",0.138773944043948,NA
"max.spread_B",0.543144048025882,NA
"max.spread_C",0.265509085215759,NA
"max.spread_AB",0.844442109453502,NA
"max.spread_AC",0.0694132487255219,NA
"max.spread_BC",0.0488369715801094,NA
"max.spread_ABC",0.404090024711248,NA
