"","000","100","010","001","110","101","011","111"
"EV_n",0.611139039917339,0.570983467610633,0.581374234094469,0.575954251962026,0.590169463369327,0.601450446694295,0.58227023781892,0.57114406799659
"EV_y",0.388860960082661,0.429016532389367,0.418625765905531,0.424045748037975,0.409830536630673,0.398549553305705,0.41772976218108,0.42885593200341
"SD_n",0.012562935322289,0.0084364412032147,0.0218935915098784,0.0232515825252611,0.0165810308338464,0.0172910874521471,0.0281133632717006,0.0259852193924423
"SD_y",0.012562935322289,0.0084364412032147,0.0218935915098784,0.0232515825252611,0.0165810308338464,0.0172910874521471,0.0281133632717006,0.0259852193924423
"post.theta_n",919.609885465725,1964.60988546573,294.609885465725,259.609885465725,518.609885465725,481.609885465725,178.609885465725,206.609885465725
"post.theta_y",585.137521262062,1476.13752126206,212.137521262062,191.137521262062,360.137521262062,319.137521262062,128.137521262062,155.137521262062
"opt.theta_n",162.609885465725,NA,NA,NA,NA,NA,NA,NA
"opt.theta_y",115.137521262062,NA,NA,NA,NA,NA,NA,NA
"max.spread_n",2.6535497870194,NA,NA,NA,NA,NA,NA,NA
"max.spread_y",2.6535497870194,NA,NA,NA,NA,NA,NA,NA
