"","AA","AB","BA","BB"
"EV_absent",0.589985406828293,0.540780485356356,0.587727928256575,0.569229486042442
"EV_present",0.410014593171707,0.459219514643644,0.412272071743425,0.430770513957558
"SD_absent",0.0112481883026408,0.0209846747646038,0.00806204773939824,0.0235816612463134
"SD_present",0.0112481883026408,0.0209846747646038,0.00806204773939824,0.0235816612463134
"post.theta_absent",1127.42974811266,304.42974811266,2190.42974811266,250.42974811266
"post.theta_present",783.515395723385,258.515395723385,1536.51539572338,189.515395723385
"opt.theta_absent",87.4297481126602,NA,NA,NA
"opt.theta_present",65.5153957233849,NA,NA,NA
"max.spread_absent",2.08840361936103,NA,NA,NA
"max.spread_present",2.08840361936102,NA,NA,NA
