"","00","01","10","11"
"EV_n",0.727757610483991,0.726208080876335,0.730332739643674,0.717808935597506
"EV_y",0.272242389516009,0.273791919123665,0.269667260356326,0.282191064402494
"SD_n",0.0115856871689044,0.00962322223137755,0.0109885866427764,0.00896722977439418
"SD_y",0.0115856871689044,0.00962322223137755,0.0109885866427764,0.00896722977439418
"post.theta_n",1073.47351868937,1558.47351868937,1190.47351868937,1807.47351868937
"post.theta_y",401.569137306303,587.569137306303,439.569137306303,710.569137306303
"opt.theta_n",315.473518689374,NA,NA,NA
"opt.theta_y",119.569137306303,NA,NA,NA
"max.spread_n",0.883009110638812,NA,NA,NA
"max.spread_y",0.883009110638816,NA,NA,NA
