"","AA","AB","BA","BB"
"EV_absent",0.752657060219275,0.782282069530413,0.768837273439813,0.755545727683994
"EV_present",0.247342939780725,0.217717930469586,0.231162726560187,0.244454272316006
"SD_absent",0.00666081736408955,0.0113501953304216,0.0136701205312405,0.021816255015787
"SD_present",0.00666081736408955,0.0113501953304216,0.0136701205312405,0.021816255015787
"post.theta_absent",3157.44092414626,1033.44092414626,730.440924146259,292.440924146259
"post.theta_present",1037.61827482862,287.61827482862,219.61827482862,94.6182748286205
"opt.theta_absent",157.440924146259,NA,NA,NA
"opt.theta_present",48.6182748286205,NA,NA,NA
"max.spread_absent",2.25108969005605,NA,NA,NA
"max.spread_present",2.25108969005606,NA,NA,NA
