"","AA","AB","BA","BB"
"EV_absent",0.7309268905695,0.735027824817729,0.691532765380886,0.725888473145432
"EV_present",0.2690731094305,0.264972175182271,0.308467234619114,0.274111526854568
"SD_absent",0.0116029298458201,0.00921242212501078,0.0133335387290113,0.0103405021365756
"SD_present",0.0116029298458201,0.00921242212501078,0.0133335387290113,0.0103405021365756
"post.theta_absent",1067.05168446794,1686.05168446794,829.051684467937,1350.05168446794
"post.theta_present",392.80934710055,607.80934710055,369.80934710055,509.80934710055
"opt.theta_absent",141.051684467937,NA,NA,NA
"opt.theta_present",54.8093471005502,NA,NA,NA
"max.spread_absent",2.68379656097428,NA,NA,NA
"max.spread_present",2.68379656097428,NA,NA,NA
