"","00","01","10","11"
"EV_n",0.719812280369062,0.737415064529821,0.723291445896134,0.725419589212223
"EV_y",0.280187719630938,0.262584935470179,0.276708554103866,0.274580410787777
"SD_n",0.00940640434482577,0.0128350498943325,0.00851031953816318,0.012263639720674
"SD_y",0.00940640434482577,0.0128350498943325,0.00851031953816318,0.012263639720674
"post.theta_n",1640.02225459843,866.022254598431,1998.02225459843,960.022254598431
"post.theta_y",638.380461395187,308.380461395187,764.380461395187,363.380461395187
"opt.theta_n",274.022254598431,NA,NA,NA
"opt.theta_y",103.380461395187,NA,NA,NA
"max.spread_n",1.106199004582,NA,NA,NA
"max.spread_y",1.10619900458201,NA,NA,NA
