"","AA","AB","BA","BB"
"EV_absent",0.590122513162614,0.612899199157847,0.589496523900773,0.564881058187698
"EV_present",0.409877486837386,0.387100800842153,0.410503476099227,0.435118941812302
"SD_absent",0.0150831112127286,0.0152722734887358,0.00979317080827898,0.0104052035035794
"SD_present",0.0150831112127286,0.0152722734887358,0.00979317080827898,0.0104052035035794
"post.theta_absent",626.82728618056,622.82728618056,1486.82728618056,1281.82728618056
"post.theta_present",435.371278014587,393.371278014587,1035.37127801459,987.371278014587
"opt.theta_absent",123.82728618056,NA,NA,NA
"opt.theta_present",86.3712780145872,NA,NA,NA
"max.spread_absent",2.59838350042241,NA,NA,NA
"max.spread_present",2.59838350042241,NA,NA,NA
