"","AA","AB","BA","BB"
"EV_absent",0.756580733149965,0.77631697030854,0.735356721643248,0.740703639177776
"EV_present",0.243419266850035,0.22368302969146,0.264643278356752,0.259296360822224
"SD_absent",0.00726095722340592,0.00915642339192816,0.0168528474259803,0.0204291766407501
"SD_present",0.00726095722340592,0.00915642339192816,0.0168528474259803,0.0204291766407501
"post.theta_absent",2642.12527042953,1607.12527042953,503.125270429526,340.125270429526
"post.theta_present",850.066844256294,463.066844256294,181.066844256294,119.066844256294
"opt.theta_absent",127.125270429526,NA,NA,NA
"opt.theta_present",42.0668442562944,NA,NA,NA
"max.spread_absent",2.13561102318062,NA,NA,NA
"max.spread_present",2.13561102318062,NA,NA,NA
