"","AA","AB","BA","BB"
"EV_absent",0.604681938223819,0.576545474385956,0.56813293006199,0.583872498326413
"EV_present",0.395318061776181,0.423454525614044,0.43186706993801,0.416127501673587
"SD_absent",0.0109306937126715,0.011297925722341,0.0122776475116082,0.0123589179429448
"SD_present",0.0109306937126715,0.011297925722341,0.0122776475116082,0.0123589179429448
"post.theta_absent",1209.17197386721,1102.17197386721,924.171973867214,928.171973867214
"post.theta_present",790.510664941236,809.510664941236,702.510664941236,661.510664941236
"opt.theta_absent",160.171973867214,NA,NA,NA
"opt.theta_present",114.510664941236,NA,NA,NA
"max.spread_absent",2.22339330620175,NA,NA,NA
"max.spread_present",2.22339330620175,NA,NA,NA
