"","00","01","10","11"
"EV_n",0.733128664871336,0.723928450581789,0.715458526055474,0.721040999740912
"EV_y",0.266871335128664,0.276071549418211,0.284541473944526,0.278959000259088
"SD_n",0.0111830509087761,0.00772107075096101,0.015205924009112,0.0108855843835293
"SD_y",0.0111830509087761,0.00772107075096101,0.015205924009112,0.0108855843835293
"post.theta_n",1146.20958152527,2426.20958152527,629.209581525274,1223.20958152527
"post.theta_y",417.239832536901,925.239832536901,250.239832536901,473.239832536901
"opt.theta_n",264.209581525274,NA,NA,NA
"opt.theta_y",101.239832536901,NA,NA,NA
"max.spread_n",0.93614641996584,NA,NA,NA
"max.spread_y",0.936146419965843,NA,NA,NA
