"","AA","AB","BA","BB"
"EV_absent",0.573886833468056,0.607240244690675,0.59971797674084,0.566588578437419
"EV_present",0.426113166531944,0.392759755309325,0.40028202325916,0.433411421562581
"SD_absent",0.00990095363049694,0.0103589375949415,0.0242096238632993,0.0121752554960972
"SD_present",0.00990095363049694,0.0103589375949415,0.0242096238632993,0.0121752554960972
"post.theta_absent",1431.03182514008,1349.03182514008,245.031825140076,938.031825140076
"post.theta_present",1062.54659779081,872.546597790813,163.546597790813,717.546597790813
"opt.theta_absent",110.031825140076,NA,NA,NA
"opt.theta_present",77.5465977908129,NA,NA,NA
"max.spread_absent",2.54299284334941,NA,NA,NA
"max.spread_present",2.54299284334942,NA,NA,NA
