"","AA","AB","BA","BB"
"EV_absent",0.772874922007337,0.748662780136588,0.770752195768552,0.736616674707541
"EV_present",0.227125077992663,0.251337219863412,0.229247804231448,0.263383325292459
"SD_absent",0.0104346086067689,0.0134302893771948,0.0082497341677824,0.0109495756354936
"SD_present",0.0104346086067689,0.0134302893771948,0.0082497341677824,0.0109495756354936
"post.theta_absent",1245.26485643817,780.264856438173,2000.26485643817,1191.26485643817
"post.theta_present",365.946506461181,261.946506461181,594.946506461181,425.946506461181
"opt.theta_absent",158.264856438173,NA,NA,NA
"opt.theta_present",50.9465064611811,NA,NA,NA
"max.spread_absent",2.48991112667579,NA,NA,NA
"max.spread_present",2.4899111266758,NA,NA,NA
