"","AA","AB","BA","BB"
"EV_absent",0.748966234638913,0.740978024491984,0.75944738168719,0.773729919384538
"EV_present",0.251033765361087,0.259021975508016,0.24055261831281,0.226270080615462
"SD_absent",0.0127688558237855,0.0133608463053017,0.00851242878927992,0.00872426856902425
"SD_present",0.0127688558237855,0.0133608463053017,0.00851242878927992,0.00872426856902425
"post.theta_absent",862.930613943615,795.930613943615,1913.93061394362,1778.93061394362
"post.theta_present",289.231625198776,278.231625198776,606.231625198776,520.231625198776
"opt.theta_absent",191.930613943615,NA,NA,NA
"opt.theta_present",62.2316251987763,NA,NA,NA
"max.spread_absent",2.05251266550449,NA,NA,NA
"max.spread_present",2.05251266550449,NA,NA,NA
