"","AA","AB","BA","BB"
"EV_absent",0.765982999232423,0.772318076610612,0.752841505097941,0.727558899978599
"EV_present",0.234017000767576,0.227681923389388,0.247158494902059,0.272441100021401
"SD_absent",0.00928630856501005,0.00842957977703773,0.0133653300262777,0.0130013101465238
"SD_present",0.00928630856501005,0.00842957977703773,0.0133653300262777,0.0130013101465238
"post.theta_absent",1591.4407270137,1910.4407270137,783.440727013697,852.440727013697
"post.theta_present",486.204245013683,563.204245013683,257.204245013683,319.204245013683
"opt.theta_absent",138.440727013697,NA,NA,NA
"opt.theta_present",45.2042450136826,NA,NA,NA
"max.spread_absent",2.88863954277965,NA,NA,NA
"max.spread_present",2.88863954277966,NA,NA,NA
