"","AA","AB","BA","BB"
"EV_absent",0.573792918050629,0.612739301939922,0.584615247014689,0.585233056220852
"EV_present",0.426207081949371,0.387260698060078,0.415384752985311,0.414766943779148
"SD_absent",0.00973384573490545,0.0152516052003682,0.0179212025039842,0.00963248381743694
"SD_present",0.00973384573490545,0.0152516052003682,0.0179212025039842,0.00963248381743694
"post.theta_absent",1480.45025707926,624.450257079255,441.450257079255,1530.45025707926
"post.theta_present",1099.66220249736,394.662202497365,313.662202497365,1084.66220249736
"opt.theta_absent",138.450257079255,NA,NA,NA
"opt.theta_present",96.6622024973647,NA,NA,NA
"max.spread_absent",2.15255796769097,NA,NA,NA
"max.spread_present",2.15255796769097,NA,NA,NA
