"","00","01","10","11"
"EV_n",0.5674420115079,0.566043241246682,0.598446507451294,0.587798058838428
"EV_y",0.4325579884921,0.433956758753318,0.401553492548706,0.412201941161572
"SD_n",0.0136922118278021,0.0139556319707994,0.0101901449384437,0.0104629712073692
"SD_y",0.0136922118278021,0.0139556319707994,0.0101901449384437,0.0104629712073692
"post.theta_n",742.34920677997,713.34920677997,1384.34920677997,1300.34920677997
"post.theta_y",565.888801201283,546.888801201283,928.888801201283,911.888801201283
"opt.theta_n",154.349206779971,NA,NA,NA
"opt.theta_y",111.888801201283,NA,NA,NA
"max.spread_n",1.87518801930359,NA,NA,NA
"max.spread_y",1.87518801930359,NA,NA,NA
