"","00","01","10","11"
"EV_n",0.729248327515682,0.723124974919364,0.705307169302061,0.728541900957627
"EV_y",0.270751672484318,0.276875025080636,0.294692830697939,0.271458099042373
"SD_n",0.00698035812770957,0.0123382111200352,0.0131323925123709,0.0197854422490705
"SD_y",0.00698035812770957,0.0123382111200352,0.0131323925123709,0.0197854422490705
"post.theta_n",2954.33292136111,950.332921361113,849.332921361113,367.332921361113
"post.theta_y",1096.869954106,363.869954106001,354.869954106001,136.869954106001
"opt.theta_n",188.332921361113,NA,NA,NA
"opt.theta_y",72.869954106001,NA,NA,NA
"max.spread_n",1.6097824588664,NA,NA,NA
"max.spread_y",1.6097824588664,NA,NA,NA
