"","00","01","10","11"
"EV_n",0.588422770186779,0.585023700312072,0.586713848263035,0.574346398328703
"EV_y",0.411577229813221,0.414976299687928,0.413286151736965,0.425653601671296
"SD_n",0.00856737853248919,0.0113142238520843,0.0244242618470477,0.0120471069836869
"SD_y",0.00856737853248919,0.0113142238520843,0.0244242618470477,0.0120471069836869
"post.theta_n",1940.8980491503,1108.8980491503,237.898049150298,966.898049150298
"post.theta_y",1357.57737955246,786.577379552458,167.577379552458,716.577379552458
"opt.theta_n",182.898049150298,NA,NA,NA
"opt.theta_y",130.577379552458,NA,NA,NA
"max.spread_n",0.952209377538507,NA,NA,NA
"max.spread_y",0.952209377538504,NA,NA,NA
