"","00","01","10","11"
"EV_n",0.761888499075025,0.755111101072814,0.758428703135554,0.766212249366346
"EV_y",0.238111500924975,0.244888898927185,0.241571296864446,0.233787750633654
"SD_n",0.00839628222517223,0.014355246529495,0.00769352964545883,0.013328497807415
"SD_y",0.00839628222517223,0.014355246529495,0.00769352964545883,0.013328497807415
"post.theta_n",1959.83880511944,676.838805119442,2346.83880511944,771.838805119442
"post.theta_y",612.504533175852,219.504533175852,747.504533175852,235.504533175852
"opt.theta_n",292.838805119442,NA,NA,NA
"opt.theta_y",92.5045331758523,NA,NA,NA
"max.spread_n",0.566708307313759,NA,NA,NA
"max.spread_y",0.566708307313755,NA,NA,NA
