"","00","01","10","11"
"EV_n",0.590932760239346,0.584406389282109,0.567253647218125,0.560264175792866
"EV_y",0.409067239760654,0.415593610717891,0.432746352781875,0.439735824207134
"SD_n",0.00941879122400637,0.00902352614012056,0.0198843955715162,0.0192067215107523
"SD_y",0.00941879122400637,0.00902352614012056,0.0198843955715161,0.0192067215107523
"post.theta_n",1609.6115563697,1742.6115563697,351.611556369703,373.611556369703
"post.theta_y",1114.23735618299,1239.23735618299,268.237356182989,293.237356182989
"opt.theta_n",138.611556369703,NA,NA,NA
"opt.theta_y",102.237356182989,NA,NA,NA
"max.spread_n",1.43365658368199,NA,NA,NA
"max.spread_y",1.43365658368199,NA,NA,NA
