"","AA","AB","BA","BB"
"EV_absent",0.703318559509516,0.73559853690921,0.73765191268192,0.717454998381985
"EV_present",0.296681440490484,0.26440146309079,0.26234808731808,0.282545001618015
"SD_absent",0.0126276824206845,0.0107354970510001,0.0104694263469612,0.0095181678591641
"SD_present",0.0126276824206845,0.0107354970510001,0.0104694263469612,0.0095181678591641
"post.theta_absent",919.63442424222,1240.63442424222,1301.63442424222,1604.63442424222
"post.theta_present",387.930137801414,445.930137801414,462.930137801414,631.930137801414
"opt.theta_absent",174.63442424222,NA,NA,NA
"opt.theta_present",66.9301378014135,NA,NA,NA
"max.spread_absent",2.09307986463407,NA,NA,NA
"max.spread_present",2.09307986463407,NA,NA,NA
