"","AA","AB","BA","BB"
"EV_absent",0.751806499832739,0.738660442160676,0.77603594670416,0.742277580330041
"EV_present",0.248193500167261,0.261339557839324,0.22396405329584,0.257722419669959
"SD_absent",0.0147067116878284,0.0123060630075989,0.00720859756987767,0.0117495962560333
"SD_present",0.0147067116878284,0.0123060630075989,0.00720859756987767,0.0117495962560333
"post.theta_absent",647.839911764776,940.839911764776,2594.83991176478,1027.83991176478
"post.theta_present",213.871062946012,332.871062946012,748.871062946012,356.871062946012
"opt.theta_absent",156.839911764776,NA,NA,NA
"opt.theta_present",51.8710629460124,NA,NA,NA
"max.spread_absent",2.62064574063113,NA,NA,NA
"max.spread_present",2.62064574063114,NA,NA,NA
