"","00","01","10","11"
"EV_n",0.725606644187033,0.729562780195547,0.726878772006017,0.706899047857742
"EV_y",0.274393355812967,0.270437219804453,0.273121227993983,0.293100952142258
"SD_n",0.011707840381188,0.0120159200378255,0.00767468312445582,0.0134724351160983
"SD_y",0.011707840381188,0.0120159200378255,0.00767468312445582,0.0134724351160983
"post.theta_n",1053.2304575111,996.2304575111,2449.2304575111,806.2304575111
"post.theta_y",398.286650206589,369.286650206589,920.286650206589,334.286650206589
"opt.theta_n",234.2304575111,NA,NA,NA
"opt.theta_y",90.2866502065894,NA,NA,NA
"max.spread_n",1.28859277009501,NA,NA,NA
"max.spread_y",1.28859277009501,NA,NA,NA
