"","00","01","10","11"
"EV_n",0.587890528765911,0.58505621612976,0.565154695622741,0.589283960566861
"EV_y",0.412109471234089,0.41494378387024,0.434845304377259,0.410716039433139
"SD_n",0.0125984368946227,0.00911270653662839,0.0152738691052597,0.0114211893942468
"SD_y",0.0125984368946227,0.00911270653662839,0.0152738691052597,0.0114211893942468
"post.theta_n",896.783445040707,1709.78344504071,594.783445040707,1092.78344504071
"post.theta_y",628.642465329406,1212.64246532941,457.642465329406,761.642465329406
"opt.theta_n",192.783445040707,NA,NA,NA
"opt.theta_y",138.642465329406,NA,NA,NA
"max.spread_n",1.26517836861571,NA,NA,NA
"max.spread_y",1.26517836861572,NA,NA,NA
