"","AA","AB","BA","BB"
"EV_absent",0.748423513378562,0.708936954912049,0.711727387798991,0.721642728537986
"EV_present",0.251576486621438,0.291063045087951,0.288272612201009,0.278357271462014
"SD_absent",0.00905828229559208,0.0125663608138837,0.00858051752023435,0.0409653562808219
"SD_present",0.00905828229559208,0.0125663608138837,0.00858051752023435,0.0409653562808219
"post.theta_absent",1716.65843250087,925.658432500865,1982.65843250087,85.6584325008651
"post.theta_present",577.040792355741,380.040792355741,803.040792355741,33.0407923557409
"opt.theta_absent",85.6584325008651,NA,NA,NA
"opt.theta_present",33.0407923557409,NA,NA,NA
"max.spread_absent",2.9410806079385,NA,NA,NA
"max.spread_present",2.94108060793849,NA,NA,NA
