"","AA","AB","BA","BB"
"EV_absent",0.704129090714102,0.738747782941443,0.733351428093854,0.725688747038554
"EV_present",0.295870909285898,0.261252217058557,0.266648571906146,0.274311252961446
"SD_absent",0.0103460005749816,0.0155390139094133,0.00797021986852323,0.0130869389371629
"SD_present",0.0103460005749816,0.0155390139094133,0.00797021986852323,0.0130869389371629
"post.theta_absent",1369.74160917612,589.741609176121,2256.74160917612,842.741609176121
"post.theta_present",575.557381080026,208.557381080026,820.557381080026,318.557381080026
"opt.theta_absent",172.741609176121,NA,NA,NA
"opt.theta_present",65.557381080026,NA,NA,NA
"max.spread_absent",2.23754148169165,NA,NA,NA
"max.spread_present",2.23754148169165,NA,NA,NA
