"","00","01","10","11"
"EV_n",0.754961739214942,0.768717698948986,0.755122533330083,0.753844578281718
"EV_y",0.245038260785058,0.231282301051014,0.244877466669918,0.246155421718282
"SD_n",0.0119565267300239,0.00792887593581976,0.012924116019618,0.00894329543348817
"SD_y",0.0119565267300239,0.00792887593581976,0.012924116019618,0.00894329543348818
"post.theta_n",976.198122224032,2173.19812222403,835.198122224032,1748.19812222403
"post.theta_y",316.845050055329,653.845050055329,270.845050055329,570.845050055329
"opt.theta_n",287.198122224032,NA,NA,NA
"opt.theta_y",91.8450500553292,NA,NA,NA
"max.spread_n",1.24440737631195,NA,NA,NA
"max.spread_y",1.24440737631195,NA,NA,NA
