"","00","01","10","11"
"EV_n",0.729807307984638,0.733163505259674,0.695668742764466,0.715962207688006
"EV_y",0.270192692015362,0.266836494740327,0.304331257235534,0.284037792311994
"SD_n",0.00814635564076109,0.00987950797847914,0.0138709879866528,0.015649492490268
"SD_y",0.00814635564076109,0.00987950797847914,0.0138709879866528,0.015649492490268
"post.theta_n",2167.78944555957,1468.78944555957,764.789445559568,593.789445559568
"post.theta_y",802.569198211645,534.569198211645,334.569198211645,235.569198211645
"opt.theta_n",156.789445559568,NA,NA,NA
"opt.theta_y",61.5691982116447,NA,NA,NA
"max.spread_n",2.20173415631019,NA,NA,NA
"max.spread_y",2.20173415631019,NA,NA,NA
