"","00","01","10","11"
"EV_n",0.582292653954185,0.598572045847366,0.577831782798888,0.580725945462118
"EV_y",0.417707346045815,0.401427954152634,0.422168217201112,0.419274054537882
"SD_n",0.0157891977647685,0.011810375629357,0.012142011238514,0.00885296125342597
"SD_y",0.0157891977647685,0.011810375629357,0.012142011238514,0.00885296125342597
"post.theta_n",567.530549510206,1030.53054951021,955.530549510206,1803.53054951021
"post.theta_y",407.117757756366,691.117757756366,698.117757756366,1302.11775775637
"opt.theta_n",208.530549510206,NA,NA,NA
"opt.theta_y",148.117757756366,NA,NA,NA
"max.spread_n",1.22444374531871,NA,NA,NA
"max.spread_y",1.22444374531872,NA,NA,NA
