"","AA","AB","BA","BB"
"EV_absent",0.609969969044175,0.586376519152095,0.564338958308155,0.584186737564789
"EV_present",0.390030030955824,0.413623480847905,0.435661041691845,0.415813262435211
"SD_absent",0.01596469637377,0.0111627362442811,0.0137551935585474,0.00941660446695415
"SD_present",0.01596469637377,0.0111627362442811,0.0137551935585474,0.00941660446695415
"post.theta_absent",568.758781679132,1140.75878167913,732.758781679132,1599.75878167913
"post.theta_present",363.678568589732,804.678568589732,565.678568589732,1138.67856858973
"opt.theta_absent",129.758781679132,NA,NA,NA
"opt.theta_present",91.6785685897322,NA,NA,NA
"max.spread_absent",2.16536447264876,NA,NA,NA
"max.spread_present",2.16536447264876,NA,NA,NA
