"","AA","AB","BA","BB"
"EV_absent",0.589292596569742,0.584636953062628,0.54868562025854,0.570005616187423
"EV_present",0.410707403430258,0.415363046937372,0.45131437974146,0.429994383812577
"SD_absent",0.00715177672030125,0.0162829415783863,0.0179342829947779,0.0317655645692992
"SD_present",0.00715177672030125,0.0162829415783863,0.0179342829947779,0.0317655645692992
"post.theta_absent",2787.88475587683,534.884755876831,421.884755876831,137.884755876831
"post.theta_present",1943.01594117085,380.015941170851,347.015941170851,104.015941170851
"opt.theta_absent",89.8847558768313,NA,NA,NA
"opt.theta_present",67.015941170851,NA,NA,NA
"max.spread_absent",2.10315176257553,NA,NA,NA
"max.spread_present",2.10315176257553,NA,NA,NA
