"","AA","AB","BA","BB"
"EV_absent",0.710008633574143,0.760053844020428,0.727133888158837,0.718193955227439
"EV_present",0.289991366425857,0.239946155979572,0.272866111841163,0.281806044772561
"SD_absent",0.0115940711446068,0.0161327970721825,0.00803696045220817,0.0122003629469397
"SD_present",0.0115940711446068,0.0161327970721825,0.00803696045220817,0.0122003629469397
"post.theta_absent",1086.81788723042,531.817887230423,2232.81788723042,975.817887230423
"post.theta_present",443.892918016329,167.892918016329,837.892918016329,382.892918016329
"opt.theta_absent",114.817887230423,NA,NA,NA
"opt.theta_present",42.8929180163293,NA,NA,NA
"max.spread_absent",2.51903767830344,NA,NA,NA
"max.spread_present",2.51903767830344,NA,NA,NA
