"","00","01","10","11"
"EV_n",0.768481109431446,0.763769186676425,0.757997205236021,0.75567353353977
"EV_y",0.231518890568554,0.236230813323575,0.242002794763979,0.24432646646023
"SD_n",0.0107535790626332,0.0110955285720557,0.00874700814518919,0.00891790201439932
"SD_y",0.0107535790626332,0.0110955285720557,0.00874700814518919,0.00891790201439932
"post.theta_n",1181.5834369533,1118.5834369533,1816.5834369533,1753.5834369533
"post.theta_y",355.973469068092,345.973469068092,579.973469068092,566.973469068092
"opt.theta_n",321.583436953304,NA,NA,NA
"opt.theta_y",100.973469068092,NA,NA,NA
"max.spread_n",0.916773695264059,NA,NA,NA
"max.spread_y",0.916773695264053,NA,NA,NA
