"","00","01","10","11"
"EV_n",0.581519229847134,0.547096938074673,0.593244886767753,0.594043468947725
"EV_y",0.418480770152866,0.452903061925327,0.406755113232247,0.405956531052276
"SD_n",0.0136077631651773,0.0149663255276462,0.0101328077788606,0.0109068433682516
"SD_y",0.0136077631651773,0.0149663255276462,0.0101328077788606,0.0109068433682516
"post.theta_n",763.659217771654,604.659217771654,1393.65921777165,1203.65921777165
"post.theta_y",549.55482327115,500.55482327115,955.55482327115,822.55482327115
"opt.theta_n",110.659217771654,NA,NA,NA
"opt.theta_y",80.5548232711495,NA,NA,NA
"max.spread_n",2.55329680863523,NA,NA,NA
"max.spread_y",2.55329680863524,NA,NA,NA
