"","AA","AB","BA","BB"
"EV_absent",0.574793200369836,0.630110602092519,0.578173751058117,0.582019252677758
"EV_present",0.425206799630164,0.369889397907482,0.421826248941883,0.417980747322242
"SD_absent",0.0103287876273644,0.0169218938694404,0.0167630063776321,0.00959226728429757
"SD_present",0.0103287876273644,0.0169218938694404,0.0167630063776321,0.00959226728429757
"post.theta_absent",1316.24015808419,512.240158084189,501.240158084189,1538.24015808419
"post.theta_present",973.696739633614,300.696739633614,365.696739633614,1104.69673963361
"opt.theta_absent",86.240158084189,NA,NA,NA
"opt.theta_present",59.6967396336141,NA,NA,NA
"max.spread_absent",2.7902718723047,NA,NA,NA
"max.spread_present",2.7902718723047,NA,NA,NA
