"","0","1"
"EV_0",0.402175486341474,0.403381917807389
"EV_A",0.10226609665236,0.110934957593931
"EV_B",0.184665349137011,0.174810631270029
"EV_C",0.0655088435652564,0.0666542708751005
"EV_AB",0.0717562697904072,0.0680341647786467
"EV_AC",0.0122128088282629,0.0121043134191934
"EV_BC",0.0740393180805649,0.0713930208217005
"EV_ABC",0.0873758276046632,0.0926867234340095
"SD_0",0.00595888125422229,0.00879102393391206
"SD_A",0.0036822199530248,0.00562773995375245
"SD_B",0.0047155323573587,0.00680602869793741
"SD_C",0.00300682143770613,0.00446959638058452
"SD_AB",0.00313639687830686,0.00451228547600199
"SD_AC",0.00133477956235926,0.00195956046218999
"SD_BC",0.00318198077783292,0.00461399260666739
"SD_ABC",0.00343171891615206,0.00519661378637724
"post.theta_0",2722.77217846538,1255.77217846538
"post.theta_A",692.35269732198,345.35269732198
"post.theta_B",1250.20467938202,544.204679382015
"post.theta_C",443.502060072047,207.502060072047
"post.theta_AB",485.797821227446,211.797821227446
"post.theta_AC",82.6820560372915,37.6820560372915
"post.theta_BC",501.254308700321,222.254308700321
"post.theta_ABC",591.543941766673,288.543941766673
"opt.theta_0",775.772178465379,NA
"opt.theta_A",205.35269732198,NA
"opt.theta_B",346.204679382015,NA
"opt.theta_C",127.502060072047,NA
"opt.theta_AB",134.797821227446,NA
"opt.theta_AC",23.6820560372915,NA
"opt.theta_BC",140.254308700321,NA
"opt.theta_ABC",173.543941766673,NA
"max.spread_0",0.113596944448497,NA
"max.spread_A",1.28898474831674,NA
"max.spread_B",1.19018442788086,NA
"max.spread_C",0.212633553763527,NA
"max.spread_AB",0.677332084779085,NA
"max.spread_AC",0.04575986404636,NA
"max.spread_BC",0.472147283098785,NA
"max.spread_ABC",0.852816393389682,NA
