"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",2.13958817253949,1.15297124100046,0.808342004686352,-0.864446527974431,-0.999963375495368,-0.220901369750171
"EV_y",0.0302910182524461,0.0169468284869195,0.0130227092397017,-0.0133441897655266,-0.0172683090127444,-0.00392411924721775
"SD_y",0.0141574059163421,0.01469839652914,0.0161103953081774,0.0154366861728217,0.0172689414791716,0.0177641236523601
