"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",0.0553672449067382,-2.03077653815759,-0.729240751550054,-1.65556150345374,-0.659707336548149,1.27155807692653
"EV_y",0.000890001558211784,-0.0271710582231969,-0.010388606405045,-0.0280610597814087,-0.0112786079632568,0.0167824518181519
"SD_y",0.0160745140870008,0.0133796396169949,0.0142457842392424,0.0169495725304492,0.0170963809835297,0.0131983368457039
