"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-1.20752967376343,-0.230532645605075,-2.10913810735357,1.032161218267,-0.999980884336772,-1.980502490487
"EV_y",-0.0168092688212494,-0.00269431381164284,-0.0318318721466215,0.0141149550096066,-0.0150226033253721,-0.0291375583349787
"SD_y",0.0139203774337579,0.0116873417409978,0.0150923602563714,0.0136751456650402,0.0150228904978876,0.0147122048444452
