"","Mean","SD","MCSE","ESS","LB","Median","UB"
"u0",6.00666490136889,0.850720887900105,0.0485181659874498,136.05175278805,4.21014669991748,6.05584550477595,7.51016789360142
"u1",4.8540944180366,0.843824249149284,0.048132264488463,121.199072243763,3.06689767539048,4.90291776946656,6.34946427856329
"Deviance",6639.07947764,1.62593868297303,0.0233669248100251,1373.50073773322,6637.62316228002,6638.53852376287,6643.635628655
"",1,0,0,2.22044604925031e-16,1,1,1
"",-3318.62626314103,NA,NA,NA,NA,NA,NA
"u0",6.00666490136889,0.850720887900105,0.0485181659874498,136.05175278805,4.21014669991748,6.05584550477595,7.51016789360142
"u1",4.8540944180366,0.843824249149284,0.048132264488463,121.199072243763,3.06689767539048,4.90291776946656,6.34946427856329
"Deviance",6639.07947764,1.62593868297303,0.0233669248100251,1373.50073773322,6637.62316228002,6638.53852376287,6643.635628655
"",1,0,0,2.22044604925031e-16,1,1,1
