"","AA-AB","AA-BA","AA-BB","AB-BA","AB-BB","BA-BB"
"spread_y",-0.880941016671521,1.48357640153008,-1.06032760374994,2.0618046236921,-0.135687474564048,-2.21891112163219
"EV_y",-0.0126822755606127,0.02772420725071,-0.0144127810005586,0.0404064828113228,-0.00173050543994585,-0.0421369882512686
"SD_y",0.0143962822942794,0.0186874145626182,0.0135927622270575,0.0195976293519831,0.0127536122660239,0.0189899396332168
