"","AA","AB","BA","BB"
"EV_absent",0.765192119226317,0.763154961613046,0.714135338923304,0.774959487515449
"EV_present",0.234807880773683,0.236845038386954,0.285864661076696,0.225040512484551
"SD_absent",0.00699443138604176,0.0105672848041081,0.0184512288127462,0.0252915400667443
"SD_present",0.00699443138604175,0.0105672848041081,0.0184512288127462,0.0252915400667443
"post.theta_absent",2809.50979266248,1234.50979266248,427.509792662479,210.509792662479
"post.theta_present",862.129945999708,383.129945999708,171.129945999708,61.1299459997078
"opt.theta_absent",24.5097926624786,NA,NA,NA
"opt.theta_present",8.1299459997078,NA,NA,NA
"max.spread_absent",2.58745155967186,NA,NA,NA
"max.spread_present",2.58745155967186,NA,NA,NA
