"","AA","AB","BA","BB"
"EV_absent",0.580369650227034,0.578984334011561,0.589685392687942,0.673126229202216
"EV_present",0.419630349772966,0.421015665988439,0.410314607312058,0.326873770797784
"SD_absent",0.00758213384841302,0.0194354765059737,0.0152359056731697,0.0347393684623814
"SD_present",0.00758213384841302,0.0194354765059737,0.0152359056731697,0.0347393684623814
"post.theta_absent",2458.05080608267,373.050806082669,614.050806082669,122.050806082669
"post.theta_present",1777.26853758237,271.268537582371,427.268537582371,59.2685375823706
"opt.theta_absent",11.0508060826685,NA,NA,NA
"opt.theta_present",7.2685375823706,NA,NA,NA
"max.spread_absent",2.60866019342333,NA,NA,NA
"max.spread_present",2.60866019342332,NA,NA,NA
