"","AA","AB","BA","BB"
"EV_absent",0.710047084538793,0.732226545245861,0.752087140263853,0.712183734482464
"EV_present",0.289952915461207,0.267773454754139,0.247912859736147,0.287816265517536
"SD_absent",0.0104578096552412,0.00878166143155666,0.0156889744077803,0.0137990207714813
"SD_present",0.0104578096552412,0.00878166143155666,0.0156889744077803,0.0137990207714813
"post.theta_absent",1335.94798131221,1860.94798131221,568.947981312208,765.947981312208
"post.theta_present",545.5441202714,680.5441202714,187.5441202714,309.5441202714
"opt.theta_absent",40.9479813122076,NA,NA,NA
"opt.theta_present",15.5441202714004,NA,NA,NA
"max.spread_absent",2.22965441649437,NA,NA,NA
"max.spread_present",2.22965441649436,NA,NA,NA
