"","AA","AB","BA","BB"
"EV_absent",0.782280111494461,0.741089467583798,0.755760101411061,0.72893774727909
"EV_present",0.217719888505539,0.258910532416202,0.244239898588939,0.27106225272091
"SD_absent",0.00986449890473902,0.02474776658569,0.00720648980321568,0.0185810892541442
"SD_present",0.00986449890473902,0.02474776658569,0.00720648980321568,0.0185810892541442
"post.theta_absent",1368.43579410738,231.435794107378,2685.43579410738,416.435794107378
"post.theta_present",380.855507052166,80.855507052166,867.855507052166,154.855507052166
"opt.theta_absent",29.4357941073783,NA,NA,NA
"opt.theta_present",9.85550705216599,NA,NA,NA
"max.spread_absent",2.53561680619821,NA,NA,NA
"max.spread_present",2.53561680619821,NA,NA,NA
