"","AA","AB","BA","BB"
"EV_absent",0.607438375546752,0.576085738685115,0.567196838685261,0.583007397653388
"EV_present",0.392561624453248,0.423914261314885,0.432803161314739,0.416992602346612
"SD_absent",0.0116304198277255,0.0118034299288919,0.0130166136112279,0.0133120632703415
"SD_present",0.0116304198277255,0.0118034299288919,0.0130166136112279,0.0133120632703415
"post.theta_absent",1070.22497672544,1009.22497672544,821.224976725443,799.224976725443
"post.theta_present",691.640950434887,742.640950434887,626.640950434887,571.640950434887
"opt.theta_absent",44.2249767254427,NA,NA,NA
"opt.theta_present",31.6409504348867,NA,NA,NA
"max.spread_absent",2.30536193834128,NA,NA,NA
"max.spread_present",2.30536193834128,NA,NA,NA
