"","AA","AB","BA","BB"
"EV_absent",0.73026586095764,0.71946754741985,0.687455058863618,0.756505264311662
"EV_present",0.26973413904236,0.28053245258015,0.312544941136382,0.243494735688338
"SD_absent",0.0104321405755734,0.00758092327222785,0.0271277252563216,0.0183514844736421
"SD_present",0.0104321405755734,0.00758092327222785,0.0271277252563216,0.0183514844736421
"post.theta_absent",1321.02500848894,2526.02500848894,200.025008488938,413.025008488938
"post.theta_present",487.939478439974,984.939478439974,90.9394784399745,132.939478439974
"opt.theta_absent",23.0250084889377,NA,NA,NA
"opt.theta_present",8.93947843997447,NA,NA,NA
"max.spread_absent",2.10827746158124,NA,NA,NA
"max.spread_present",2.10827746158124,NA,NA,NA
