"","AA","AB","BA","BB"
"EV_absent",0.581743308222234,0.594662807939963,0.55801347499993,0.594583551108121
"EV_present",0.418256691777766,0.405337192060036,0.44198652500007,0.405416448891879
"SD_absent",0.0202295647654916,0.0148396045519164,0.0124995756634084,0.00891122020750363
"SD_present",0.0202295647654916,0.0148396045519164,0.0124995756634084,0.00891122020750363
"post.theta_absent",345.30396078733,650.30396078733,880.30396078733,1804.30396078733
"post.theta_present",248.263607428545,443.263607428545,697.263607428545,1230.26360742855
"opt.theta_absent",39.3039607873301,NA,NA,NA
"opt.theta_present",28.2636074285454,NA,NA,NA
"max.spread_absent",2.38228022040291,NA,NA,NA
"max.spread_present",2.38228022040291,NA,NA,NA
