"","AA","AB","BA","BB"
"EV_absent",0.759771264133226,0.777903826935789,0.742759775759598,0.784550803865568
"EV_present",0.240228735866774,0.222096173064211,0.257240224240402,0.215449196134432
"SD_absent",0.00722997438044973,0.0122480733850021,0.0119737686100128,0.0267807410683623
"SD_present",0.00722997438044973,0.0122480733850021,0.0119737686100128,0.0267807410683623
"post.theta_absent",2652.11754785202,895.117547852018,989.117547852018,184.117547852018
"post.theta_present",838.561388100696,255.561388100696,342.561388100696,50.5613881006963
"opt.theta_absent",34.1175478520181,NA,NA,NA
"opt.theta_present",10.5613881006963,NA,NA,NA
"max.spread_absent",2.05178479300972,NA,NA,NA
"max.spread_present",2.05178479300972,NA,NA,NA
