"","AA","AB","BA","BB"
"EV_absent",0.581471158497,0.584254742370279,0.556809624137027,0.598646843816547
"EV_present",0.418528841503,0.415745257629721,0.443190375862973,0.401353156183453
"SD_absent",0.0190618293665915,0.0143366821347251,0.0128017543930743,0.009023627415529
"SD_present",0.0190618293665915,0.0143366821347251,0.0128017543930743,0.009023627415529
"post.theta_absent",388.869321826702,689.869321826702,837.869321826702,1765.8693218267
"post.theta_present",279.898709302925,490.898709302925,666.898709302925,1183.89870930292
"opt.theta_absent",39.8693218267021,NA,NA,NA
"opt.theta_present",28.898709302925,NA,NA,NA
"max.spread_absent",2.67118833847504,NA,NA,NA
"max.spread_present",2.67118833847503,NA,NA,NA
