"","AA","AB","BA","BB"
"EV_absent",0.612838524638994,0.579652030305621,0.583355434125085,0.57107841051734
"EV_present",0.387161475361005,0.420347969694379,0.416644565874915,0.42892158948266
"SD_absent",0.0141006644044518,0.00883524515439437,0.0202056172249016,0.0133212818381238
"SD_present",0.0141006644044518,0.00883524515439437,0.0202056172249016,0.0133212818381238
"post.theta_absent",730.703203070745,1808.70320307074,346.703203070745,787.703203070745
"post.theta_present",461.62262778524,1311.62262778524,247.62262778524,591.62262778524
"opt.theta_absent",37.7032030707447,NA,NA,NA
"opt.theta_present",26.6226277852395,NA,NA,NA
"max.spread_absent",2.15279689524043,NA,NA,NA
"max.spread_present",2.15279689524043,NA,NA,NA
