"","AA","AB","BA","BB"
"EV_absent",0.732510607523118,0.690650538586975,0.700940483287305,0.769530848467724
"EV_present",0.267489392476882,0.309349461413025,0.299059516712695,0.230469151532276
"SD_absent",0.00651122556494386,0.0169048387513626,0.017826652137866,0.0487492610701382
"SD_present",0.00651122556494386,0.0169048387513626,0.017826652137866,0.0487492610701382
"post.theta_absent",3384.65914426292,515.65914426292,461.65914426292,56.6591442629202
"post.theta_present",1235.96902071024,230.969020710243,196.969020710243,16.9690207102435
"opt.theta_absent",12.6591442629202,NA,NA,NA
"opt.theta_present",4.96902071024347,NA,NA,NA
"max.spread_absent",2.3107382027844,NA,NA,NA
"max.spread_present",2.3107382027844,NA,NA,NA
