"","AA","AB","BA","BB"
"EV_absent",0.708549551143795,0.721041004923165,0.722743419995238,0.746148778848738
"EV_present",0.291450448856204,0.278958995076835,0.277256580004763,0.253851221151262
"SD_absent",0.0122277346810546,0.00884303733140605,0.0150121833869536,0.0113007906995682
"SD_present",0.0122277346810546,0.00884303733140605,0.0150121833869536,0.0113007906995682
"post.theta_absent",977.909382508853,1853.90938250885,641.909382508853,1105.90938250885
"post.theta_present",402.247278278295,717.247278278295,246.247278278295,376.247278278295
"opt.theta_absent",52.909382508853,NA,NA,NA
"opt.theta_present",20.2472782782945,NA,NA,NA
"max.spread_absent",2.25820020181042,NA,NA,NA
"max.spread_present",2.25820020181042,NA,NA,NA
