"","AA","AB","BA","BB"
"EV_absent",0.746285638671214,0.724223855564377,0.709244056728319,0.714188539925229
"EV_present",0.253714361328786,0.275776144435623,0.290755943271681,0.285811460074771
"SD_absent",0.010791173821737,0.0102962165939075,0.0124380364386258,0.0117361709075616
"SD_present",0.010791173821737,0.0102962165939075,0.0124380364386258,0.0117361709075616
"post.theta_absent",1212.69241835577,1363.69241835577,944.692418355766,1057.69241835577
"post.theta_present",412.278444697427,519.278444697426,387.278444697427,423.278444697427
"opt.theta_absent",52.6924183557664,NA,NA,NA
"opt.theta_present",20.2784446974265,NA,NA,NA
"max.spread_absent",2.2494760401786,NA,NA,NA
"max.spread_present",2.24947604017859,NA,NA,NA
