"","AA","AB","BA","BB"
"EV_absent",0.569894625848654,0.576606415706948,0.597280997906897,0.607481940540305
"EV_present",0.430105374151346,0.423393584293052,0.402719002093103,0.392518059459695
"SD_absent",0.0115037220688642,0.0107789402487238,0.0149291585945994,0.0135787636578818
"SD_present",0.0115037220688642,0.0107789402487238,0.0149291585945994,0.0135787636578818
"post.theta_absent",1055.00057274152,1211.00057274152,644.000572741522,785.000572741522
"post.theta_present",796.219854491804,889.219854491804,434.219854491804,507.219854491804
"opt.theta_absent",43.0005727415224,NA,NA,NA
"opt.theta_present",30.2198544918039,NA,NA,NA
"max.spread_absent",2.11205207744414,NA,NA,NA
"max.spread_present",2.11205207744414,NA,NA,NA
