"","AA","AB","BA","BB"
"EV_absent",0.769684855563457,0.749534694122501,0.753581739462215,0.713950532788282
"EV_present",0.230315144436543,0.250465305877499,0.246418260537785,0.286049467211718
"SD_absent",0.00724239090658706,0.0189887953624935,0.00973944673250235,0.0247405954766802
"SD_present",0.00724239090658706,0.0189887953624935,0.00973944673250235,0.0247405954766802
"post.theta_absent",2600.49445959364,389.494459593644,1474.49445959364,237.494459593644
"post.theta_present",778.153880433678,130.153880433678,482.153880433678,95.1538804336777
"opt.theta_absent",29.4944595936436,NA,NA,NA
"opt.theta_present",10.1538804336777,NA,NA,NA
"max.spread_absent",2.16201712218651,NA,NA,NA
"max.spread_present",2.16201712218651,NA,NA,NA
