"","A","B"
"EV",0.239670762026132,0.239670762525039
"STD",1.17575393215988e-05,1.17575277125595e-05
"Q.05",0.239651422819485,0.239651423337487
"Q.95",0.239690101681876,0.239690102161688
"theta0",1002270609.03742,1002270609.03742
"theta1",315935451.306418,315935451.306418
