"","0","1"
"EV_0",0.399860604379281,0.404301447360312
"EV_A",0.108416757121422,0.100991589011548
"EV_B",0.180716707417483,0.184168953769699
"EV_C",0.066357914002409,0.0652415805880446
"EV_AB",0.070095472588867,0.0716157098682878
"EV_AC",0.0127234384466191,0.0117479164141282
"EV_BC",0.0677889132459588,0.0773563675463525
"EV_ABC",0.0940401927979602,0.084576435441628
"SD_0",0.00972384466694289,0.00808443263418775
"SD_A",0.00617144396988759,0.004963729497502
"SD_B",0.00763789769903233,0.00638545649933727
"SD_C",0.00494076511645537,0.00406813686753374
"SD_AB",0.00506782722686343,0.00424767879069229
"SD_AC",0.00222474016337174,0.00177499820945228
"SD_BC",0.00498992597453708,0.00440097249717425
"SD_ABC",0.00579387146145232,0.00458373348883445
"post.theta_0",1014.4302570097,1489.4302570097
"post.theta_A",275.048948524377,372.048948524377
"post.theta_B",458.471012006912,678.471012006912
"post.theta_C",168.347356600904,240.347356600904
"post.theta_AB",177.82939228015,263.82939228015
"post.theta_AC",32.2788511598613,43.2788511598613
"post.theta_BC",171.97774407723,284.97774407723
"post.theta_ABC",238.576183561183,311.576183561183
"opt.theta_0",38.430257009703,NA
"opt.theta_A",10.0489485243771,NA
"opt.theta_B",17.4710120069117,NA
"opt.theta_C",6.34735660090352,NA
"opt.theta_AB",6.82939228014978,NA
"opt.theta_AC",1.27885115986126,NA
"opt.theta_BC",6.97774407723004,NA
"opt.theta_ABC",8.57618356118276,NA
"max.spread_0",0.249369599649586,NA
"max.spread_A",0.666821054168564,NA
"max.spread_B",0.246178360995645,NA
"max.spread_C",0.123914481070887,NA
"max.spread_AB",0.163194278073122,NA
"max.spread_AC",0.24389646060829,NA
"max.spread_BC",1.01880073873806,NA
"max.spread_ABC",0.911940414157954,NA
