"","0","1"
"EV_0",0.413314757896774,0.383482159729637
"EV_A",0.104036742242965,0.104012400404438
"EV_B",0.184463639025528,0.17977055435667
"EV_C",0.0584596416651093,0.0780695904815317
"EV_AB",0.071068421000396,0.0710431996733778
"EV_AC",0.0122352380139804,0.0122034263205687
"EV_BC",0.0697783189844979,0.0799047900966798
"EV_ABC",0.0866432411707489,0.0915138789370977
"SD_0",0.00797351871688745,0.0102121020166622
"SD_A",0.00494362422997341,0.00641155389571021
"SD_B",0.00628035264553755,0.00806485744273536
"SD_C",0.00379887080988014,0.00563455677029854
"SD_AB",0.00416042001012326,0.00539546343771514
"SD_AC",0.00178008178145606,0.00230592080427613
"SD_BC",0.0041253467649489,0.00569472203431218
"SD_ABC",0.00455506468199246,0.0060558117823537
"post.theta_0",1575.98859702839,868.98859702839
"post.theta_A",396.696987741833,235.696987741833
"post.theta_B",703.368525116151,407.368525116151
"post.theta_C",222.90936118373,176.90936118373
"post.theta_AB",270.987229382721,160.987229382721
"post.theta_AC",46.6535375849736,27.6535375849736
"post.theta_BC",266.06800976326,181.06800976326
"post.theta_ABC",330.37475068525,207.37475068525
"opt.theta_0",8.98859702838996,NA
"opt.theta_A",2.69698774183301,NA
"opt.theta_B",4.36852511615073,NA
"opt.theta_C",1.90936118373015,NA
"opt.theta_AB",1.98722938272122,NA
"opt.theta_AC",0.653537584973616,NA
"opt.theta_BC",2.06800976325972,NA
"opt.theta_ABC",2.37475068524954,NA
"max.spread_0",2.30256690348859,NA
"max.spread_A",0.00300659891894667,NA
"max.spread_B",0.459126040185244,NA
"max.spread_C",2.88569976640247,NA
"max.spread_AB",0.00370181577735981,NA
"max.spread_AC",0.0109203422432272,NA
"max.spread_BC",1.44006550624316,NA
"max.spread_ABC",0.642759754904381,NA
