"","A","B"
"EV_0",0.410289531274869,0.381514036253183
"EV_O",0.104167316300388,0.103669986771481
"EV_M",0.17788143711169,0.195129358970769
"EV_T",0.0643503162586084,0.0693634258940125
"EV_OM",0.0689619962309337,0.0764403661715478
"EV_OT",0.0109219610181297,0.0155625190166719
"EV_MT",0.0712648890671291,0.0793879152578505
"EV_OMT",0.0921625527382519,0.0789323916644841
"SD_0",0.00744424406597692,0.0117295838412013
"SD_O",0.00462311989010408,0.00736076428599366
"SD_M",0.00578746674572406,0.00956944545870437
"SD_T",0.00371353863902696,0.00613504489615563
"SD_OM",0.00383481646388344,0.00641588055988519
"SD_OT",0.00157297404767642,0.00298879712880842
"SD_MT",0.00389349575567413,0.00652796705577327
"SD_OMT",0.00437761194613691,0.00651082174690593
"post.theta_0",1790.93168567418,653.931685674178
"post.theta_O",454.694875578064,177.694875578064
"post.theta_M",776.460225603855,334.460225603855
"post.theta_T",280.891935050343,118.891935050343
"post.theta_OM",301.022119120511,131.022119120511
"post.theta_OT",47.6748358562491,26.6748358562491
"post.theta_MT",311.074346717543,136.074346717543
"post.theta_OMT",402.293559425417,135.293559425416
"opt.theta_0",8.93168567417794,NA
"opt.theta_O",2.69487557806352,NA
"opt.theta_M",4.46022560385464,NA
"opt.theta_T",1.89193505034255,NA
"opt.theta_OM",2.02211912051144,NA
"opt.theta_OT",0.674835856249052,NA
"opt.theta_MT",2.0743467175431,NA
"opt.theta_OMT",2.29355942541648,NA
"max.spread_0",2.07130595532991,NA
"max.spread_O",0.0572157060083861,NA
"max.spread_M",1.54227506472624,NA
"max.spread_T",0.699040841294107,NA
"max.spread_OM",1.00050709325701,NA
"max.spread_OT",1.37398351315518,NA
"max.spread_MT",1.06869284388659,NA
"max.spread_OMT",1.68630443418789,NA
