"","A","B"
"EV_0",0.402577779308334,0.400754795856411
"EV_O",0.101957629652902,0.112954271684389
"EV_M",0.184586810868506,0.174689896974895
"EV_T",0.0660147184857818,0.0646372782503678
"EV_OM",0.0707148468658204,0.0725379625332236
"EV_OT",0.0137302560543412,0.0056276482463707
"EV_MT",0.0749856738180315,0.0673207392574227
"EV_OMT",0.0854322849462837,0.101477407196921
"SD_0",0.00699464955199078,0.0144329100574804
"SD_O",0.00431577359186218,0.00932259015212586
"SD_M",0.00553336824609186,0.0111829075018801
"SD_T",0.00354152880374152,0.00724175481391828
"SD_OM",0.00365620195296121,0.0076391142459558
"SD_OT",0.00165973039638288,0.00220318136651847
"SD_MT",0.00375633012311449,0.00737994041972613
"SD_OMT",0.00398675289775126,0.00889326921777318
"post.theta_0",1978.61226366254,461.612263662541
"post.theta_O",501.107181702365,130.107181702365
"post.theta_M",907.217801047726,201.217801047726
"post.theta_T",324.452908957397,74.4529089573975
"post.theta_OM",347.553368375477,83.5533683754773
"post.theta_OT",67.482246682918,6.48224668291801
"post.theta_MT",368.543872615785,77.5438726157853
"post.theta_OMT",419.887473664969,116.887473664969
"opt.theta_0",6.61226366254062,NA
"opt.theta_O",2.10718170236497,NA
"opt.theta_M",3.21780104772558,NA
"opt.theta_T",1.4529089573975,NA
"opt.theta_OM",1.55336837547726,NA
"opt.theta_OT",0.482246682918011,NA
"opt.theta_MT",1.54387261578532,NA
"opt.theta_OMT",1.88747366496868,NA
"max.spread_0",0.113662846517145,NA
"max.spread_O",1.07043071312186,NA
"max.spread_M",0.793212481721634,NA
"max.spread_T",0.170869573721474,NA
"max.spread_OM",0.215269418730567,NA
"max.spread_OT",2.93744141200413,NA
"max.spread_MT",0.925614559605417,NA
"max.spread_OMT",1.64632967407863,NA
