"","A","B"
"EV_0",0.408412792384622,0.370666015561863
"EV_O",0.102357830449339,0.112536577053638
"EV_M",0.178869580976098,0.202342904958961
"EV_T",0.0639164994311987,0.0751299253558916
"EV_OM",0.0710305102658762,0.07119984355905
"EV_OT",0.0119682658699372,0.0135103443317661
"EV_MT",0.0738014987022103,0.0722276267665107
"EV_OMT",0.0896430219207186,0.0823867624123185
"SD_0",0.00690562717999933,0.0152008985257451
"SD_O",0.0042584958852341,0.00994624985455591
"SD_M",0.0053841653379994,0.0126441427231987
"SD_T",0.00343643282291324,0.00829629383244913
"SD_OM",0.00360883698627711,0.00809352928367921
"SD_OT",0.00152772481692546,0.00363342968024583
"SD_MT",0.0036730657292891,0.00814722430861456
"SD_OMT",0.0040133605695207,0.00865358046071521
"post.theta_0",2068.8331432302,373.833143230202
"post.theta_O",518.498137304438,113.498137304438
"post.theta_M",906.071808569982,204.071808569982
"post.theta_T",323.771867307204,75.7718673072037
"post.theta_OM",359.808205224404,71.8082052244037
"post.theta_OT",60.6257824446373,13.6257824446373
"post.theta_MT",373.84477024756,72.8447702475603
"post.theta_OMT",454.09070985769,83.0907098576902
"opt.theta_0",7.83314323020184,NA
"opt.theta_O",2.49813730443818,NA
"opt.theta_M",4.071808569982,NA
"opt.theta_T",1.77186730720366,NA
"opt.theta_OM",1.80820522440372,NA
"opt.theta_OT",0.625782444637263,NA
"opt.theta_MT",1.84477024756031,NA
"opt.theta_OMT",2.09070985769017,NA
"max.spread_0",2.26083328395349,NA
"max.spread_O",0.940773518179531,NA
"max.spread_M",1.70804961707321,NA
"max.spread_T",1.24873310193882,NA
"max.spread_OM",0.0191085415232235,NA
"max.spread_OT",0.391237340923285,NA
"max.spread_MT",0.1761088371396,NA
"max.spread_OMT",0.760698134723031,NA
